,value,year
0,861594.048,1994
1,1166720.768,1995
2,1200255.872,1996
3,1327324.16,1997
4,1360456.448,1998
5,1232218.278,1999
6,1368043.516,2000
7,1484624.212,2001
8,1732431.667,2002
9,2156156.172,2003
10,2813806.527,2004
11,3265042.968,2005
12,3881221.269,2006
13,5055833.414,2007
14,6145656.67,2008
15,5105716.828,2009
16,5304397.882,2010
17,6586192.745,2011
18,6212746.441,2012
19,6729472.778,2013
20,6970304.882,2014
21,6191509.838,2015
22,6525948.585,2016
