,value,year
0,413738.111,1992
1,261907.884,1993
2,344642.911,1994
3,470400.168,1995
4,502694.116,1996
5,597867.216,1997
6,595919.286,1998
7,679152.381,1999
8,701024.598,2000
9,709205.317,2001
10,699604.947,2002
11,943101.961,2003
12,1105517.756,2004
13,1238326.397,2005
14,1464815.972,2006
15,1687887.757,2007
16,1804620.418,2008
17,1454879.466,2009
18,1463792.826,2010
19,1688410.089,2011
20,1739141.914,2012
21,2007113.271,2013
22,2265728.128,2014
23,1990305.157,2015
24,1814365.915,2016
