,value,year
0,176774.844,1996
1,147081.572,1997
2,275174.622,1998
3,501614.19,1999
4,514838.921,2000
5,657655.896,2001
6,671253.229,2002
7,973308.693,2003
8,1632966.196,2004
9,2218667.38,2005
10,2608675.935,2006
11,2849776.214,2007
12,3549763.238,2008
13,1273333.374,2009
14,1210786.832,2010
15,1724096.929,2011
16,1892766.757,2012
17,2008711.915,2013
18,2194848.226,2014
19,2033771.919,2015
20,2084729.046,2016
