,value,year
0,75020.446,1994
1,144421.358,1995
2,189502.26,1996
3,217516.06,1997
4,253571.67,1998
5,231650.493,1999
6,250641.424,2000
7,268167.968,2001
8,286982.088,2002
9,355728.586,2003
10,483731.494,2004
11,441562.204,2005
12,538392.582,2006
13,659557.278,2007
14,622564.43,2008
15,421499.102,2009
16,484653.276,2010
17,626948.952,2011
18,630269.444,2012
19,752341.39,2013
20,751843.235,2014
21,572933.957,2015
22,519344.531,2016
