,value,year
0,2266762.048,1994
1,2855449.056,1995
2,3163163.072,1996
3,3304119.744,1997
4,3681752.096,1998
5,3286284,1999
6,3125138,2000
7,3374130,2001
8,3634422,2002
9,4189065,2003
10,5148142.675,2004
11,5115670.7,2005
12,5754843.777,2006
13,6955212.543,2007
14,8525119.991,2008
15,7240738.82,2009
16,7966813.737,2010
17,9378886.747,2011
18,8093782.678,2012
19,8877984.713,2013
20,10274018.713,2014
21,9758600.936,2015
22,10487687.54,2016
