,value,year
0,16573012.808,1994
1,19549554.136,1995
2,20682225.512,1996
3,20655298.704,1997
4,21396648.792,1998
5,22117411.316,1999
6,22164171.398,2000
7,22640443.835,2001
8,25355859.717,2002
9,30958699.991,2003
10,36860087.163,2004
11,39024052.191,2005
12,42553549.224,2006
13,48739033.139,2007
14,52470168.066,2008
15,47305992.644,2009
16,50938711.964,2010
17,59758877.579,2011
18,56081739.812,2012
19,57874255.084,2013
20,56369889.283,2014
21,50364615.812,2015
22,50509018.843,2016
