,value,year
0,5906261.984,1994
1,8187089.97,1995
2,10871385.992,1996
3,11938412.149,1997
4,13697615.984,1998
5,13766543,1999
6,14530780,2000
7,15609289,2001
8,17369704,2002
9,21545592,2003
10,26702092.415,2004
11,30375236.064,2005
12,35146238.8379999,2006
13,47016170.191,2007
14,60293745.052,2008
15,45459214.3079999,2009
16,50806447.658,2010
17,58668704.737,2011
18,52352233.514,2012
19,57502610.07,2013
20,62712168.793,2014
21,57831083.8760001,2015
22,62264142.042,2016
