,value,year
0,5412053.072,1994
1,6905813.28,1995
2,5834099.152,1996
3,5610332.848,1997
4,5549024.992,1998
5,5293938,1999
6,5754982.407,2000
7,4979261.088,2001
8,5059797.279,2002
9,6019545.087,2003
10,6723249.619,2004
11,6928417.988,2005
12,7242865.923,2006
13,8510051.59,2007
14,8924938.377,2008
15,6749002.398,2009
16,8211090.92,2010
17,9363985.713,2011
18,7882899.09,2012
19,7995205.005,2013
20,7677039.511,2014
21,6600331.406,2015
22,6431054.697,2016
