,value,year
0,14137744.801,1999
1,15535229.399,2000
2,14080863.073,2001
3,15718383.311,2002
4,14481196.702,2003
5,17369500.583,2004
6,19637381.675,2005
7,19009861.179,2006
8,22240475.375,2007
9,22657089.578,2008
10,15795138.763,2009
11,20949931.014,2010
12,27736327.443,2011
13,25150260.566,2012
14,27384730.057,2013
15,25373440.623,2014
16,20330208.417,2015
17,20919136.204,2016
