,value,year
0,358400.384,1994
1,385891.36,1995
2,501703.712,1996
3,369388.928,1997
4,317842.784,1998
5,317115.487,1999
6,394420.096,2000
7,375673.824,2001
8,377917.856,2002
9,495750.912,2003
10,874015.793,2004
11,1325201.067,2005
12,1456386.458,2006
13,1639208.277,2007
14,2334012.036,2008
15,1538799.058,2009
16,1649573.843,2010
17,2568133.94,2011
18,2741109.088,2012
19,2661673.855,2013
20,2358183.031,2014
21,1592196.569,2015
22,1167046.38,2016
