,value,year
0,396981.849,1999
1,713459.312,2000
2,597911.168,2001
3,638103.896,2002
4,814764.987,2003
5,1201022.375,2004
6,1628823.603,2005
7,1894038.938,2006
8,1980183.206,2007
9,2849890.188,2008
10,1494250.586,2009
11,2019053.823,2010
12,2793206.928,2011
13,2846545.971,2012
14,2622503.817,2013
15,2345790.473,2014
16,1370349.916,2015
17,1088755.8,2016
