,value,year
0,9420387.866,1999
1,15729156.235,2000
2,15416005.351,2001
3,15650283.269,2002
4,20480123.855,2003
5,27537619.417,2004
6,39304873.312,2005
7,47842553.029,2006
8,48101999.327,2007
9,71663895.51,2008
10,43666357.951,2009
11,54167279.321,2010
12,76172488.469,2011
13,76838209.39,2012
14,91720456.773,2013
15,74374784.384,2014
16,45656653.695,2015
17,37888377.69,2016
