,value,year
0,225761.609,1994
1,284233.6,1995
2,285557.624,1996
3,307760.939,1997
4,291461.994,1998
5,245091.707,1999
6,257034.691,2000
7,300623.315,2001
8,260700.432,2002
9,321270.579,2003
10,448265.606,2004
11,523711.609,2005
12,694951.575,2006
13,989868.884,2007
14,1321857.477,2008
15,1183306.828,2009
16,1276357.568,2010
17,1704390.967,2011
18,1786837.9,2012
19,1636696.749,2013
20,1564359.309,2014
21,1360884.228,2015
22,1386480.103,2016
