,value,year
0,155704.473,1994
1,296269.303,1995
2,449940.615,1996
3,642764.583,1997
4,711167.396,1998
5,363433.448,1999
6,475097.828,2000
7,730826.036,2001
8,1246595.924,2002
9,1531330.918,2003
10,1630745.262,2004
11,1970796.625,2005
12,2692431.997,2006
13,3966503.475,2007
14,3801355.545,2008
15,1136926.903,2009
16,1757835.64,2010
17,2825045.136,2011
18,2472730.497,2012
19,2860305.795,2013
20,2625826.782,2014
21,1987921.475,2015
22,2440007.379,2016
