,value,year
0,2267997.968,1994
1,2770233.912,1995
2,3752816.928,1996
3,3528047.784,1997
4,3610961.024,1998
5,3075507,1999
6,2905235,2000
7,3115671,2001
8,3262048,2002
9,3626628,2003
10,5013473.989,2004
11,6204251.851,2005
12,7400526.175,2006
13,10196118.587,2007
14,13922190.156,2008
15,11826160.973,2009
16,13304146.253,2010
17,16310035.629,2011
18,15893906.429,2012
19,17736557.897,2013
20,18161592.255,2014
21,16182257.272,2015
22,16862770.294,2016
