,value,year
0,666590.115,1999
1,696526.068,2000
2,762160.638,2001
3,782380.15,2002
4,887085.913,2003
5,998352.867,2004
6,1087350.285,2005
7,1132617.761,2006
8,1285634.904,2007
9,1342405.778,2008
10,1120441.839,2009
11,1196925.416,2010
12,1393189.855,2011
13,1324322.109,2012
14,1466439.812,2013
15,1467649.354,2014
16,1260722.212,2015
17,1302316.507,2016
