,value,year
0,1116687.976,1994
1,1656492.048,1995
2,2834657.056,1996
3,4119662.176,1997
4,4617606.76,1998
5,4625728,1999
6,5068207,2000
7,5035581,2001
8,6813266,2002
9,8922631,2003
10,12073037.787,2004
11,11000997.999,2005
12,13394112.54,2006
13,18563246.049,2007
14,24298112.426,2008
15,15193602.118,2009
16,18064482.848,2010
17,20858494.709,2011
18,19224495.209,2012
19,22189540.306,2013
20,22947309.347,2014
21,21408601.321,2015
22,22240658.413,2016
