,value,year
0,451613.008,1992
1,482362.992,1993
2,625142.016,1994
3,807345.984,1995
4,867313.008,1996
5,1086322.992,1997
6,1337319.008,1998
7,1466374,1999
8,1683492,2000
9,1738033,2001
10,1954265,2002
11,2549219,2003
12,3087871,2004
13,3275283,2005
14,3633930,2006
15,4645983,2007
16,5097337,2008
17,3727776,2009
18,4401600,2010
19,5689979,2011
20,5304606,2012
21,5937151.747,2013
22,6340493.856,2014
23,5786566.922,2015
24,5935700.599,2016
