,value,year
0,4223241.667,1999
1,3780643.373,2000
2,4132799.241,2001
3,4019060.618,2002
4,4165969.393,2003
5,5026644.524,2004
6,5493589.027,2005
7,5740270.266,2006
8,6819821.796,2007
9,7259779.407,2008
10,5353766.789,2009
11,5865959.155,2010
12,7150874.148,2011
13,7481086.05,2012
14,7282543.327,2013
15,7535536.814,2014
16,6336111.322,2015
17,6527186.226,2016
